run,cycles,instructions,cpi,sp,ra,exception_flag,label
359,826968,826858,1.00,2147501168,2147484452,1,register_fault
360,876267,876631,0.99,2147501168,2147484452,1,register_fault
361,864304,864512,0.99,2147501168,2147484452,1,register_fault
362,852961,855023,0.99,2147501168,2147484452,1,register_fault
363,827166,826776,1.00,2147501168,2147484452,1,register_fault
364,825828,825686,1.00,2147501168,2147484452,1,register_fault
365,831126,831142,0.99,2147501168,2147484452,1,register_fault
366,826096,825962,1.00,2147501168,2147484452,1,register_fault
367,825984,825970,1.00,2147501168,2147484452,1,register_fault
368,825876,825878,0.99,2147501168,2147484452,1,register_fault
369,829276,829260,1.00,2147501168,2147484452,1,register_fault
370,826204,826002,1.00,2147501168,2147484452,1,register_fault
371,825856,825746,1.00,2147501168,2147484452,1,register_fault
372,826144,826164,0.99,2147501168,2147484452,1,register_fault
373,838126,838210,0.99,2147501168,2147484452,1,register_fault
374,880134,880356,0.99,2147501168,2147484452,1,register_fault
375,825818,825764,1.00,2147501168,2147484452,1,register_fault
376,826288,826180,1.00,2147501168,2147484452,1,register_fault
377,825432,825306,1.00,2147501168,2147484452,1,register_fault
378,828962,828948,1.00,2147501168,2147484452,1,register_fault
379,825902,825824,1.00,2147501168,2147484452,1,register_fault
380,845339,845353,0.99,2147501168,2147484452,1,register_fault
381,826300,826332,0.99,2147501168,2147484452,1,register_fault
382,826636,826364,1.00,2147501168,2147484452,1,register_fault
383,829668,829596,1.00,2147501168,2147484452,1,register_fault
384,840155,840359,0.99,2147501168,2147484452,1,register_fault
385,826452,826396,1.00,2147501168,2147484452,1,register_fault
386,832729,833009,0.99,2147501168,2147484452,1,register_fault
387,826042,825928,1.00,2147501168,2147484452,1,register_fault
388,826278,826150,1.00,2147501168,2147484452,1,register_fault
389,826182,826378,0.99,2147501168,2147484452,1,register_fault
390,825548,825432,1.00,2147501168,2147484452,1,register_fault
391,840751,842467,0.99,2147501168,2147484452,1,register_fault
392,826924,826506,1.00,2147501168,2147484452,1,register_fault
393,826064,825762,1.00,2147501168,2147484452,1,register_fault
394,869905,871679,0.99,2147501168,2147484452,1,register_fault
395,826668,826356,1.00,2147501168,2147484452,1,register_fault
396,830056,829910,1.00,2147501168,2147484452,1,register_fault
397,825708,825658,1.00,2147501168,2147484452,1,register_fault
398,825766,825556,1.00,2147501168,2147484452,1,register_fault
399,838566,838072,1.00,2147501168,2147484452,1,register_fault
400,835419,835543,0.99,2147501168,2147484452,1,register_fault
401,828620,828536,1.00,2147501168,2147484452,1,register_fault
402,841121,842277,0.99,2147501168,2147484452,1,register_fault
403,838406,838352,1.00,2147501168,2147484452,1,register_fault
404,861063,861291,0.99,2147501168,2147484452,1,register_fault
405,872918,873170,0.99,2147501168,2147484452,1,register_fault
406,861148,861106,1.00,2147501168,2147484452,1,register_fault
407,874744,874946,0.99,2147501168,2147484452,1,register_fault
408,844812,844958,0.99,2147501168,2147484452,1,register_fault
409,1082713,1085069,0.99,2147501168,2147484452,1,register_fault
410,999278,999444,0.99,2147501168,2147484452,1,register_fault
411,847459,849615,0.99,2147501168,2147484452,1,register_fault
412,826502,826120,1.00,2147501168,2147484452,1,register_fault
413,825946,825700,1.00,2147501168,2147484452,1,register_fault
414,825750,825710,1.00,2147501168,2147484452,1,register_fault
415,833134,833148,0.99,2147501168,2147484452,1,register_fault
416,825792,825728,1.00,2147501168,2147484452,1,register_fault
417,825544,825556,0.99,2147501168,2147484452,1,register_fault
418,826218,826076,1.00,2147501168,2147484452,1,register_fault
419,829286,829434,0.99,2147501168,2147484452,1,register_fault
420,825940,825896,1.00,2147501168,2147484452,1,register_fault
421,826154,826228,0.99,2147501168,2147484452,1,register_fault
422,825864,825892,0.99,2147501168,2147484452,1,register_fault
423,829164,829082,1.00,2147501168,2147484452,1,register_fault
424,825424,825262,1.00,2147501168,2147484452,1,register_fault
425,825438,825392,1.00,2147501168,2147484452,1,register_fault
426,826346,826188,1.00,2147501168,2147484452,1,register_fault
427,825544,825510,1.00,2147501168,2147484452,1,register_fault
428,826248,826170,1.00,2147501168,2147484452,1,register_fault
429,825506,825472,1.00,2147501168,2147484452,1,register_fault
430,825958,825970,0.99,2147501168,2147484452,1,register_fault
431,825740,825636,1.00,2147501168,2147484452,1,register_fault
432,825874,825788,1.00,2147501168,2147484452,1,register_fault
433,825482,825438,1.00,2147501168,2147484452,1,register_fault
434,825634,825576,1.00,2147501168,2147484452,1,register_fault
435,829176,829100,1.00,2147501168,2147484452,1,register_fault
436,825570,825546,1.00,2147501168,2147484452,1,register_fault
437,825970,825848,1.00,2147501168,2147484452,1,register_fault
438,825728,825672,1.00,2147501168,2147484452,1,register_fault
439,826078,826116,0.99,2147501168,2147484452,1,register_fault
440,829184,829174,1.00,2147501168,2147484452,1,register_fault
441,825684,825574,1.00,2147501168,2147484452,1,register_fault
442,825960,825980,0.99,2147501168,2147484452,1,register_fault
443,825580,825510,1.00,2147501168,2147484452,1,register_fault
444,850148,846484,1.00,2147501168,2147484452,1,register_fault
445,875039,876989,0.99,2147501168,2147484452,1,register_fault
446,826890,826436,1.00,2147501168,2147484452,1,register_fault
447,826726,826452,1.00,2147501168,2147484452,1,register_fault
448,825906,825746,1.00,2147501168,2147484452,1,register_fault
449,826076,826030,1.00,2147501168,2147484452,1,register_fault
450,825946,825736,1.00,2147501168,2147484452,1,register_fault
451,825356,825244,1.00,2147501168,2147484452,1,register_fault
452,895604,895826,0.99,2147501168,2147484452,1,register_fault
453,892884,893002,0.99,2147501168,2147484452,1,register_fault
454,825858,825912,0.99,2147501168,2147484452,1,register_fault
455,875781,877487,0.99,2147501168,2147484452,1,register_fault
456,873545,873671,0.99,2147501168,2147484452,1,register_fault
457,875144,875342,0.99,2147501168,2147484452,1,register_fault
458,855074,855268,0.99,2147501168,2147484452,1,register_fault
459,847742,848096,0.99,2147501168,2147484452,1,register_fault
460,829188,829254,0.99,2147501168,2147484452,1,register_fault
461,825828,825806,1.00,2147501168,2147484452,1,register_fault
462,843244,843502,0.99,2147501168,2147484452,1,register_fault
463,851603,852863,0.99,2147501168,2147484452,1,register_fault
464,826064,825968,1.00,2147501168,2147484452,1,register_fault
465,828656,828668,0.99,2147501168,2147484452,1,register_fault
466,826068,826074,0.99,2147501168,2147484452,1,register_fault
467,884363,884807,0.99,2147501168,2147484452,1,register_fault
468,883724,883770,0.99,2147501168,2147484452,1,register_fault
469,851748,851986,0.99,2147501168,2147484452,1,register_fault
470,871221,871433,0.99,2147501168,2147484452,1,register_fault
471,826700,826382,1.00,2147501168,2147484452,1,register_fault
472,872937,873059,0.99,2147501168,2147484452,1,register_fault
473,859448,859560,0.99,2147501168,2147484452,1,register_fault
474,880540,880698,0.99,2147501168,2147484452,1,register_fault
475,1199301,1201479,0.99,2147501168,2147484452,1,register_fault
476,887086,886694,1.00,2147501168,2147484452,1,register_fault
477,886628,886350,1.00,2147501168,2147484452,1,register_fault
478,887162,886996,1.00,2147501168,2147484452,1,register_fault
