cycles,instructions,cpi,sp,ra,exception_flag,label,label_enc
-0.586693454,-0.586782581,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586759041,-0.586904993,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586787462,-0.586907179,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586522927,-0.586631751,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.585372961,-0.585405442,-0.944810651,1.623924506,1.656974879,1,memory_fault,0
-0.586613656,-0.586729025,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.546660014,-0.547230296,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586669405,-0.586741048,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.584517046,-0.584619599,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.582207277,-0.582283929,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586747017,-0.586890784,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.574894285,-0.574978539,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586694547,-0.586765093,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586717502,-0.586827392,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586499971,-0.586627379,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.585217738,-0.585286309,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.572563747,-0.572317164,-0.944810651,1.623924506,1.656974879,1,memory_fault,0
-0.584608868,-0.584680805,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586683616,-0.58620768,-0.944810651,1.623924506,1.656974879,1,memory_fault,0
-0.582547239,-0.58263805,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586855236,-0.587000081,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586790742,-0.5869039,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586328351,-0.586408786,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586659567,-0.586736676,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.585013324,-0.585109248,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.58660819,-0.586679842,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.58522211,-0.585347515,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.586661753,-0.586751978,0.946702164,1.623924506,1.656974879,1,memory_fault,0
-0.585121543,-0.585051321,-0.944810651,1.623924506,1.656974879,1,memory_fault,0
-0.586705478,-0.586827392,0.946702164,1.623924506,1.656974879,1,memory_fault,0
